Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2912.6,наличный,Витебск,Приорбанк-FQPT-754,2014-10-09,06:01:23,успешно,да,255.07
физ. лицо,списание средств,2164.36,безналичный,Могилев,Приорбанк-WHWR-885,2016-05-09,10:33:52,успешно,нет,0.0
юр. лицо,получение средств,1079.4,наличный,Гродно,Белинвестбанк-DAJU-159,2014-03-05,06:39:24,успешно,нет,0.0
юр. лицо,получение средств,3434.81,безналичный,Минск,БелАгропромбанк-BSRX-774,2014-08-10,02:56:44,успешно,нет,0.0
юр. лицо,получение средств,2098.8,безналичный,Гомель,МаксБанк-CIIH-686,2018-12-08,03:15:21,успешно,нет,0.0
юр. лицо,списание средств,2566.33,безналичный,Гродно,МаксБанк-LMEP-906,2022-12-05,02:32:03,неправильный ввод пин-кода,да,174.02
физ. лицо,списание средств,917.88,наличный,Брест,Приорбанк-TZKK-951,2018-09-11,17:50:38,недостаточно средств,да,57.48
физ. лицо,списание средств,3900.92,наличный,Гродно,Беларусбанк-UISH-099,2024-12-05,16:05:24,неправильный ввод пин-кода,да,141.3
юр. лицо,списание средств,645.31,наличный,Витебск,БелАгропромбанк-CTMN-150,2019-11-08,09:51:38,успешно,да,9.48
юр. лицо,списание средств,79.49,безналичный,Брест,Приорбанк-QAEN-755,2022-11-10,00:36:52,неправильный ввод пин-кода,да,2.8
физ. лицо,получение средств,610.18,безналичный,Витебск,Беларусбанк-PMDJ-149,2019-12-04,16:38:03,успешно,нет,0.0
физ. лицо,получение средств,4732.92,наличный,Гродно,Белинвестбанк-TYRQ-077,2024-08-01,01:36:27,успешно,нет,0.0
физ. лицо,получение средств,3326.45,наличный,Могилев,Белинвестбанк-QMBY-119,2021-07-05,05:55:14,успешно,нет,0.0
физ. лицо,списание средств,2746.02,наличный,Витебск,Беларусбанк-BLUH-097,2014-07-07,17:40:37,успешно,нет,0.0
юр. лицо,получение средств,4435.23,наличный,Брест,Приорбанк-CIDM-682,2023-08-04,22:39:12,успешно,нет,0.0
физ. лицо,получение средств,4289.93,безналичный,Минск,Белинвестбанк-VSFQ-327,2020-09-05,09:49:39,успешно,нет,0.0
юр. лицо,получение средств,1233.33,безналичный,Брест,БелАгропромбанк-WESA-446,2024-12-04,06:01:37,успешно,нет,0.0
физ. лицо,списание средств,377.84,безналичный,Могилев,МаксБанк-TZPN-743,2016-12-08,18:31:28,успешно,нет,0.0
физ. лицо,списание средств,4972.53,безналичный,Витебск,Беларусбанк-HSNP-724,2024-03-09,16:45:22,неправильный ввод пин-кода,да,173.12
физ. лицо,списание средств,4863.59,наличный,Могилев,БелАгропромбанк-TCVJ-918,2018-08-07,22:17:40,успешно,нет,0.0
юр. лицо,списание средств,3941.34,безналичный,Гомель,МаксБанк-HAOZ-409,2016-05-11,14:53:33,успешно,да,134.91
физ. лицо,списание средств,3086.18,наличный,Могилев,Белинвестбанк-AWZP-240,2021-01-03,23:45:07,недостаточно средств,нет,0.0
физ. лицо,списание средств,224.0,наличный,Гродно,Приорбанк-SWNK-263,2015-05-05,06:57:04,недостаточно средств,нет,0.0
физ. лицо,получение средств,2813.14,наличный,Брест,Приорбанк-LIFO-608,2020-08-07,02:46:07,успешно,нет,0.0
юр. лицо,списание средств,4481.07,безналичный,Минск,Белинвестбанк-HXTY-478,2024-06-06,12:41:21,успешно,нет,0.0
физ. лицо,получение средств,3825.05,безналичный,Гомель,Приорбанк-ELOM-608,2015-10-10,11:50:54,успешно,нет,0.0
физ. лицо,списание средств,2840.85,наличный,Гродно,БелАгропромбанк-WWTG-785,2019-03-09,20:44:40,успешно,нет,0.0
физ. лицо,списание средств,2020.63,безналичный,Витебск,БелАгропромбанк-AZZZ-696,2014-11-10,01:34:20,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4236.32,безналичный,Брест,Белинвестбанк-VPJE-242,2023-05-04,23:40:04,недостаточно средств,да,120.32
физ. лицо,списание средств,94.28,наличный,Витебск,Беларусбанк-OFNZ-021,2015-09-03,16:14:04,недостаточно средств,да,3.74
юр. лицо,списание средств,4095.03,наличный,Гродно,БелАгропромбанк-QTVZ-253,2019-01-12,16:21:10,недостаточно средств,нет,0.0
юр. лицо,списание средств,1533.78,наличный,Гродно,Беларусбанк-JVLW-538,2016-01-04,16:01:27,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4927.73,наличный,Брест,МаксБанк-SCLC-132,2022-08-06,22:07:44,успешно,да,227.2
физ. лицо,получение средств,2744.59,безналичный,Гомель,Беларусбанк-EECH-962,2024-10-01,01:06:50,успешно,нет,0.0
юр. лицо,списание средств,1608.51,безналичный,Гродно,Беларусбанк-HYSP-014,2019-07-01,00:40:36,недостаточно средств,нет,0.0
физ. лицо,списание средств,3636.69,наличный,Гродно,МаксБанк-HTYG-763,2014-09-03,21:47:06,недостаточно средств,да,77.38
физ. лицо,получение средств,4171.99,наличный,Гродно,БелАгропромбанк-GEPZ-647,2020-08-10,01:35:37,успешно,нет,0.0
физ. лицо,получение средств,794.44,наличный,Витебск,МаксБанк-MQCU-201,2023-08-11,01:16:49,успешно,нет,0.0
физ. лицо,списание средств,3008.71,наличный,Гомель,БелАгропромбанк-VCOM-534,2019-12-10,19:29:29,успешно,да,185.95
юр. лицо,получение средств,79.68,безналичный,Гродно,Беларусбанк-KTEX-664,2019-12-03,05:24:41,успешно,нет,0.0
юр. лицо,списание средств,2998.3,наличный,Витебск,БелАгропромбанк-XDWX-100,2014-02-05,17:17:57,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3035.16,безналичный,Могилев,БелАгропромбанк-VPXO-241,2023-02-12,22:56:14,успешно,нет,0.0
юр. лицо,получение средств,2164.98,наличный,Гродно,БелАгропромбанк-HJQH-350,2016-08-03,20:15:30,успешно,нет,0.0
юр. лицо,списание средств,489.72,безналичный,Гомель,Белинвестбанк-IFXZ-114,2022-04-06,13:53:38,недостаточно средств,да,28.74
юр. лицо,получение средств,2557.69,безналичный,Могилев,Белинвестбанк-ZWTQ-918,2016-06-02,00:24:50,успешно,нет,0.0
физ. лицо,получение средств,3601.42,наличный,Гомель,Белинвестбанк-LWJD-555,2017-03-04,02:32:00,успешно,нет,0.0
физ. лицо,списание средств,1612.89,наличный,Гомель,Белинвестбанк-FBIL-536,2016-10-12,07:02:43,недостаточно средств,да,99.11
юр. лицо,получение средств,437.59,наличный,Витебск,МаксБанк-KCCQ-205,2017-06-02,10:28:02,успешно,нет,0.0
физ. лицо,списание средств,1646.97,наличный,Минск,МаксБанк-KJFJ-413,2022-06-07,04:58:01,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1908.13,безналичный,Брест,Белинвестбанк-GJLE-077,2017-02-05,06:51:20,недостаточно средств,да,104.86
юр. лицо,списание средств,1366.11,наличный,Могилев,Белинвестбанк-NMGD-812,2014-03-09,15:07:47,успешно,нет,0.0
юр. лицо,списание средств,1948.26,безналичный,Витебск,БелАгропромбанк-MIOG-550,2020-02-03,16:14:13,успешно,нет,0.0
физ. лицо,получение средств,3753.97,наличный,Гродно,Приорбанк-KDJZ-274,2021-08-08,03:25:08,успешно,нет,0.0
юр. лицо,списание средств,4275.89,безналичный,Гомель,Беларусбанк-KLSM-899,2016-04-07,04:59:50,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1244.74,безналичный,Гродно,Приорбанк-IDCX-709,2021-09-07,21:18:22,неправильный ввод пин-кода,да,14.64
физ. лицо,списание средств,4888.44,безналичный,Минск,МаксБанк-DHDE-625,2020-05-10,06:15:54,недостаточно средств,нет,0.0
физ. лицо,получение средств,366.04,наличный,Гродно,Приорбанк-NCLP-543,2023-01-05,21:25:35,успешно,нет,0.0
юр. лицо,получение средств,502.94,наличный,Гродно,БелАгропромбанк-BVSD-236,2019-11-09,15:14:37,успешно,нет,0.0
юр. лицо,списание средств,162.34,наличный,Минск,Беларусбанк-DMEI-953,2020-12-06,01:47:04,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4912.17,наличный,Минск,Приорбанк-MQBT-518,2024-09-08,10:36:13,недостаточно средств,да,432.55
физ. лицо,получение средств,3950.8,наличный,Гродно,Беларусбанк-VFZZ-077,2024-09-12,12:50:34,успешно,нет,0.0
физ. лицо,списание средств,3315.84,наличный,Брест,Белинвестбанк-NHAE-562,2024-07-07,23:01:29,успешно,да,288.37
физ. лицо,получение средств,3873.08,наличный,Гомель,Приорбанк-GFDZ-980,2022-03-07,14:13:30,успешно,нет,0.0
физ. лицо,списание средств,277.11,безналичный,Минск,Приорбанк-ZRAG-122,2020-01-07,15:34:25,недостаточно средств,нет,0.0
юр. лицо,получение средств,1846.91,наличный,Минск,Беларусбанк-BULB-662,2021-09-11,20:29:09,успешно,нет,0.0
физ. лицо,списание средств,2966.21,наличный,Могилев,Приорбанк-EYDG-271,2017-03-12,18:52:41,успешно,нет,0.0
физ. лицо,получение средств,1024.29,наличный,Гомель,Беларусбанк-MVSB-735,2014-05-08,02:25:26,успешно,нет,0.0
юр. лицо,списание средств,2628.6,безналичный,Брест,Приорбанк-PBSL-249,2020-08-07,03:06:21,недостаточно средств,да,208.26
юр. лицо,получение средств,1452.42,безналичный,Могилев,Беларусбанк-XDXH-613,2017-10-05,13:42:17,успешно,нет,0.0
физ. лицо,списание средств,173.19,безналичный,Минск,Беларусбанк-TIAX-441,2018-08-06,10:32:59,успешно,нет,0.0
юр. лицо,списание средств,336.93,наличный,Гродно,Приорбанк-DCRO-035,2014-06-05,13:54:35,успешно,да,29.59
юр. лицо,списание средств,1544.76,безналичный,Могилев,МаксБанк-PQOH-598,2017-08-05,12:11:02,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3707.64,безналичный,Могилев,Беларусбанк-HWIY-725,2020-09-09,20:18:09,недостаточно средств,да,335.34
физ. лицо,получение средств,225.01,безналичный,Витебск,БелАгропромбанк-TYWG-392,2017-07-05,03:23:15,успешно,нет,0.0
физ. лицо,списание средств,951.24,наличный,Витебск,Беларусбанк-FBJB-255,2019-08-10,09:21:03,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1715.29,безналичный,Гомель,БелАгропромбанк-HEOL-210,2019-11-04,03:56:03,неправильный ввод пин-кода,да,91.97
физ. лицо,списание средств,128.61,безналичный,Витебск,Беларусбанк-TWON-326,2021-10-05,03:05:31,неправильный ввод пин-кода,да,6.04
физ. лицо,получение средств,977.91,наличный,Минск,Приорбанк-LGPQ-340,2022-08-10,03:26:34,успешно,нет,0.0
юр. лицо,получение средств,196.54,безналичный,Минск,МаксБанк-ERYS-304,2023-08-12,14:38:34,успешно,нет,0.0
юр. лицо,получение средств,1742.19,безналичный,Витебск,Беларусбанк-YXGH-485,2024-01-03,15:49:48,успешно,нет,0.0
юр. лицо,списание средств,4014.51,безналичный,Минск,Белинвестбанк-BIJB-815,2022-06-07,05:23:15,успешно,да,235.2
юр. лицо,списание средств,1525.76,наличный,Витебск,Беларусбанк-XRWO-255,2019-05-08,15:45:28,успешно,нет,0.0
юр. лицо,списание средств,2622.89,безналичный,Могилев,МаксБанк-NGZB-521,2018-01-01,08:11:21,неправильный ввод пин-кода,да,202.79
физ. лицо,получение средств,377.88,безналичный,Брест,Приорбанк-EISQ-003,2017-07-02,07:09:28,успешно,нет,0.0
юр. лицо,списание средств,3521.64,безналичный,Брест,Белинвестбанк-DGWU-512,2014-11-10,05:05:49,успешно,да,289.79
физ. лицо,получение средств,3906.97,наличный,Витебск,БелАгропромбанк-HFCC-607,2017-11-08,05:28:46,успешно,нет,0.0
юр. лицо,списание средств,4851.56,безналичный,Могилев,МаксБанк-QJOF-306,2021-12-07,12:54:06,успешно,да,277.8
юр. лицо,получение средств,276.81,наличный,Витебск,Приорбанк-JNKM-144,2022-04-06,17:36:32,успешно,нет,0.0
физ. лицо,списание средств,1640.22,безналичный,Гомель,БелАгропромбанк-PFOS-864,2022-05-01,18:45:28,успешно,да,154.92
юр. лицо,списание средств,3330.48,безналичный,Гродно,БелАгропромбанк-HOPO-083,2023-05-08,07:05:46,недостаточно средств,да,213.85
физ. лицо,получение средств,1729.15,безналичный,Брест,Приорбанк-ARXS-096,2024-05-05,05:48:04,успешно,нет,0.0
физ. лицо,получение средств,2015.76,безналичный,Гомель,МаксБанк-WIDL-094,2020-05-01,09:33:11,успешно,нет,0.0
юр. лицо,списание средств,3671.14,безналичный,Гомель,БелАгропромбанк-IIJX-416,2018-09-09,22:15:53,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3826.21,наличный,Минск,Белинвестбанк-ENNE-392,2019-11-06,08:22:51,успешно,нет,0.0
юр. лицо,получение средств,4007.69,безналичный,Минск,БелАгропромбанк-GICE-137,2020-12-05,18:33:04,успешно,нет,0.0
юр. лицо,списание средств,1212.5,безналичный,Минск,Приорбанк-GVDV-920,2014-06-05,18:52:29,успешно,да,59.15
физ. лицо,получение средств,1006.75,наличный,Минск,МаксБанк-PCAR-873,2016-04-05,15:13:02,успешно,нет,0.0
юр. лицо,получение средств,568.82,безналичный,Минск,МаксБанк-KFZP-870,2020-11-10,21:13:41,успешно,нет,0.0
юр. лицо,списание средств,2293.03,наличный,Могилев,МаксБанк-GCUA-765,2019-02-11,03:07:09,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2427.92,наличный,Минск,Приорбанк-BAUX-954,2019-06-01,10:07:32,недостаточно средств,да,214.01
юр. лицо,списание средств,3275.31,безналичный,Брест,МаксБанк-CDXB-289,2017-10-08,01:33:18,успешно,да,125.23
